Resource,Move Resource Group,Move Subscription,Move Region,Move Support Detail,Strategy - Notes for CSP Migration,URL1_ResourceProviderMigrationSupportGuidance,Name_ResourceProviderMoveGuidance,URL_ARM Extension Resource Types,Name_ARM Extension Resource Types,URL_Azure Resource Provider to ServicesMap,Name_Azure Resource Provider to ServicesMap,URL_Azure resources to Services Mapping,Name_Azure resources to Services Mapping
Microsoft.ClassicCompute/domainnames,1,0,0,Partially Supported Move!  Partial support for  Resource Group Only for Resource Type  Microsoft.ClassicCompute/domainnames,Partially Supported Move!  Partial support Resource Group Only  - Ths specific resource is supported to facilitate (ASM) Classic Resources to move between resource Groups Only.  Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance. Microsoft.ClassicCompute/domainnames,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassiccompute,Azure ARM Resource Move Guidance for Microsoft.ClassicCompute,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicCompute,The Resource Provider Classic deployment model virtual machine does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicInfrastructureMigrate,The Resource Provider Classic deployment model virtual machine does not have a linked Page,Compute  - Microsoft.ClassicCompute
Microsoft.ClassicCompute/quotas,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicCompute/quotas,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicCompute/quotas,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassiccompute,Azure ARM Resource Move Guidance for Microsoft.ClassicCompute,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicCompute,The Resource Provider Classic deployment model virtual machine does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual machine does not have a linked Page,Compute  - Microsoft.ClassicCompute
Microsoft.ClassicCompute/resourcetypes,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicCompute/resourcetypes,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicCompute/resourcetypes,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassiccompute,Azure ARM Resource Move Guidance for Microsoft.ClassicCompute,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicCompute,The Resource Provider Classic deployment model virtual machine does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual machine does not have a linked Page,Compute  - Microsoft.ClassicCompute
Microsoft.ClassicCompute/validatesubscriptionmoveavailability,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicCompute/validatesubscriptionmoveavailability,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicCompute/validatesubscriptionmoveavailability,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassiccompute,Azure ARM Resource Move Guidance for Microsoft.ClassicCompute,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicCompute,The Resource Provider Classic deployment model virtual machine does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual machine does not have a linked Page,Compute  - Microsoft.ClassicCompute
Microsoft.ClassicCompute/virtualmachines,1,1,0,Full Support RG/Sub Resource Type Moves for   Microsoft.ClassicCompute/virtualmachines,Supported Move! - Specific requirements to be met for related ASM  resources! -  Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicCompute/virtualmachines,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassiccompute,Azure ARM Resource Move Guidance for Microsoft.ClassicCompute,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicCompute,The Resource Provider Classic deployment model virtual machine does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual machine does not have a linked Page,Compute  - Microsoft.ClassicCompute
Microsoft.ClassicInfrastructureMigrate/classicinfrastructureresources,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicInfrastructureMigrate/classicinfrastructureresources,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicInfrastructureMigrate/classicinfrastructureresources,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassicinfrastructuremigrate,Azure ARM Resource Move Guidance for Microsoft.ClassicInfrastructureMigrate,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicInfrastructureMigrate,The Resource Provider Classic deployment model migration does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model migration does not have a linked Page,Migration Services - Microsoft.ClassicInfrastructureMigrate
Microsoft.ClassicNetwork/capabilities,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicNetwork/capabilities,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicNetwork/capabilities,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassicnetwork,Azure ARM Resource Move Guidance for Microsoft.ClassicNetwork,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual network does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual network does not have a linked Page,Network Services - Microsoft.ClassicNetwork
Microsoft.ClassicNetwork/expressroutecrossconnections,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicNetwork/expressroutecrossconnections,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicNetwork/expressroutecrossconnections,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassicnetwork,Azure ARM Resource Move Guidance for Microsoft.ClassicNetwork,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual network does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual network does not have a linked Page,Network Services - Microsoft.ClassicNetwork
Microsoft.ClassicNetwork/expressroutecrossconnections/peerings,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicNetwork/expressroutecrossconnections/peerings,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicNetwork/expressroutecrossconnections/peerings,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassicnetwork,Azure ARM Resource Move Guidance for Microsoft.ClassicNetwork,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual network does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual network does not have a linked Page,Network Services - Microsoft.ClassicNetwork
Microsoft.ClassicNetwork/gatewaysupporteddevices,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicNetwork/gatewaysupporteddevices,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicNetwork/gatewaysupporteddevices,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassicnetwork,Azure ARM Resource Move Guidance for Microsoft.ClassicNetwork,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual network does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicStorage,The Resource Provider Classic deployment model virtual network does not have a linked Page,Network Services - Microsoft.ClassicNetwork
Microsoft.ClassicNetwork/networksecuritygroups,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicNetwork/networksecuritygroups,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicNetwork/networksecuritygroups,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassicnetwork,Azure ARM Resource Move Guidance for Microsoft.ClassicNetwork,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual network does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicStorage,The Resource Provider Classic deployment model virtual network does not have a linked Page,Network Services - Microsoft.ClassicNetwork
Microsoft.ClassicNetwork/quotas,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicNetwork/quotas,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicNetwork/quotas,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassicnetwork,Azure ARM Resource Move Guidance for Microsoft.ClassicNetwork,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual network does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicStorage,The Resource Provider Classic deployment model virtual network does not have a linked Page,Network Services - Microsoft.ClassicNetwork
Microsoft.ClassicNetwork/reservedips,0,0,0,Non Supported Move! No support for  RG/Sub Resource Type  Microsoft.ClassicNetwork/reservedips,Not a supported move! - Customer must remediate All (ASM) Classic Resources before migration is allowed - See Classic deployment move guidance.  Microsoft.ClassicNetwork/reservedips,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/move-support-resources#microsoftclassicnetwork,Azure ARM Resource Move Guidance for Microsoft.ClassicNetwork,https://learn.microsoft.com/en-us/azure/azure-resource-manager/management/extension-resource-types#microsoftchaos,ARM Extension Resource Types for Microsoft.ClassicNetwork,The Resource Provider Classic deployment model virtual network does not have a linked Page,No Resource Provider to Services Map listing for Microsoft.ClassicStorage,The Resource Provider Classic deployment model virtual network does not have a linked Page,Network Services - Microsoft.ClassicNetwork
